layout,sensor_count,snr_db,runs,pd_any,pd_all,pd_source_mean,pd_source_min,pd_source_variance,false_alarm_runs,p_fa,score
bearing_left+bearing_right+output_shaft,3,-5.0,1040,1.0,0.9692307692307692,0.9923076923076923,0.9692307692307692,0.00017751479289940833,2800,0.044642857142857144,0.9029332206255283
bearing_left+gearbox_left,2,-25.0,1040,0.30480769230769234,0.0009615384615384616,0.0889423076923077,0.041346153846153845,0.0037063147189349117,2800,0.03571428571428571,0.015660578904268814
bearing_left+gearbox_left,2,-20.0,1040,0.885576923076923,0.0038461538461538464,0.3492788461538462,0.05480769230769231,0.07251681536612425,2800,0.044642857142857144,0.22373472418506976
bearing_left+gearbox_left,2,-15.0,1040,1.0,0.23173076923076924,0.7682692307692307,0.28076923076923077,0.08207193047337277,2800,0.03214285714285714,0.66294755124683
bearing_left+gearbox_left,2,-12.0,1040,1.0,0.7201923076923077,0.9300480769230769,0.7201923076923077,0.01467981462647929,2800,0.03142857142857143,0.8598510267526944
bearing_left+gearbox_left,2,-10.0,1040,1.0,0.8759615384615385,0.9689903846153847,0.8759615384615385,0.0028847887389053255,2800,0.023928571428571428,0.9196908473887891
bearing_left+gearbox_left,2,-5.0,1040,1.0,1.0,1.0,1.0,0.0,2800,0.02214285714285714,0.9557142857142857
bearing_left+gearbox_left+gearbox_right,3,-25.0,1040,0.5903846153846154,0.0,0.17211538461538461,0.03076923076923077,0.03423169378698225,2800,0.05107142857142857,0.05285668057903634
bearing_left+gearbox_left+gearbox_right,3,-20.0,1040,0.9807692307692307,0.006730769230769231,0.42644230769230773,0.06057692307692308,0.11256032729289941,2800,0.05107142857142857,0.26801928690300086
bearing_left+gearbox_left+gearbox_right,3,-15.0,1040,1.0,0.32596153846153847,0.80625,0.36730769230769234,0.065456037352071,2800,0.047857142857142855,0.6778076956096788
bearing_left+gearbox_left+gearbox_right,3,-12.0,1040,1.0,0.7807692307692308,0.9451923076923077,0.7846153846153846,0.008597448224852072,2800,0.04321428571428571,0.8544650121513102
bearing_left+gearbox_left+gearbox_right,3,-10.0,1040,1.0,0.9442307692307692,0.9860576923076922,0.9442307692307692,0.0005831638313609474,2800,0.052142857142857144,0.8814803961062975
bearing_left+gearbox_left+gearbox_right,3,-5.0,1040,1.0,1.0,1.0,1.0,0.0,2800,0.047142857142857146,0.9057142857142857
bearing_left+gearbox_left+input_shaft,3,-25.0,1040,0.4269230769230769,0.0,0.12163461538461537,0.009615384615384616,0.00876409948224852,2800,0.05678571428571429,0.0036811370720625358
bearing_left+gearbox_left+input_shaft,3,-20.0,1040,0.9240384615384616,0.010576923076923078,0.4189903846153846,0.05480769230769231,0.06812748474482247,2800,0.0525,0.2799266422429734
bearing_left+gearbox_left+input_shaft,3,-15.0,1040,1.0,0.24423076923076922,0.7925480769230769,0.2644230769230769,0.09326847956730769,2800,0.045,0.6559138371394231
